artist_name,artist_genre,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
DempseyRollBoy,"['lo-fi chill', 'sad lo-fi', 'sad rap']",2013,2bYZxKw8wv9lGQjcskPRl3,34,0.537,0.569,5,-8.046,1,0.3,0.855,0.0,0.0909,0.524,78.907,audio_features,2bYZxKw8wv9lGQjcskPRl3,spotify:track:2bYZxKw8wv9lGQjcskPRl3,https://api.spotify.com/v1/tracks/2bYZxKw8wv9lGQjcskPRl3,https://api.spotify.com/v1/audio-analysis/2bYZxKw8wv9lGQjcskPRl3,135385,4
Jidenna,['ghanaian hip hop'],Classic Man (feat. Roman GianArthur),3G7XYAwtxtoGK7fAm4IlD9,60,0.79,0.585,8,-6.058,1,0.0348,0.185,0.0,0.292,0.585,94.072,audio_features,3G7XYAwtxtoGK7fAm4IlD9,spotify:track:3G7XYAwtxtoGK7fAm4IlD9,https://api.spotify.com/v1/tracks/3G7XYAwtxtoGK7fAm4IlD9,https://api.spotify.com/v1/audio-analysis/3G7XYAwtxtoGK7fAm4IlD9,226000,4
J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",She Knows (feat. Amber Coffman & Cults),0Fs9cdPDhptWEDJmiCbkEW,82,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,audio_features,0Fs9cdPDhptWEDJmiCbkEW,spotify:track:0Fs9cdPDhptWEDJmiCbkEW,https://api.spotify.com/v1/tracks/0Fs9cdPDhptWEDJmiCbkEW,https://api.spotify.com/v1/audio-analysis/0Fs9cdPDhptWEDJmiCbkEW,296520,4
Eagles,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Funky New Year - 2013 Remaster,7tJS1cjSD1P8bodNGblYiK,19,0.657,0.538,9,-10.34,1,0.0591,0.0544,0.0343,0.332,0.785,90.81,audio_features,7tJS1cjSD1P8bodNGblYiK,spotify:track:7tJS1cjSD1P8bodNGblYiK,https://api.spotify.com/v1/tracks/7tJS1cjSD1P8bodNGblYiK,https://api.spotify.com/v1/audio-analysis/7tJS1cjSD1P8bodNGblYiK,241227,4
Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'rap']",First Class,0wHFktze2PHC5jDt3B17DC,82,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,audio_features,0wHFktze2PHC5jDt3B17DC,spotify:track:0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/tracks/0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/audio-analysis/0wHFktze2PHC5jDt3B17DC,173948,4
Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,85,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,audio_features,086myS9r57YsLbJpU0TgK9,spotify:track:086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/audio-analysis/086myS9r57YsLbJpU0TgK9,161124,4
Ten Years After,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",Positive Vibrations - 2013 Remaster,0CTWTdLh6rDWUm1PDzgmGe,41,0.521,0.563,7,-11.357,1,0.0355,0.0951,0.712,0.315,0.455,125.23,audio_features,0CTWTdLh6rDWUm1PDzgmGe,spotify:track:0CTWTdLh6rDWUm1PDzgmGe,https://api.spotify.com/v1/tracks/0CTWTdLh6rDWUm1PDzgmGe,https://api.spotify.com/v1/audio-analysis/0CTWTdLh6rDWUm1PDzgmGe,257667,4
Childish Gambino,"['atl hip hop', 'hip hop', 'rap']",3005,2ZltjIqztEpZtafc8w0I9t,78,0.472,0.448,6,-7.272,0,0.326,0.113,0.0,0.0914,0.636,166.077,audio_features,2ZltjIqztEpZtafc8w0I9t,spotify:track:2ZltjIqztEpZtafc8w0I9t,https://api.spotify.com/v1/tracks/2ZltjIqztEpZtafc8w0I9t,https://api.spotify.com/v1/audio-analysis/2ZltjIqztEpZtafc8w0I9t,234215,4
Pavel Petrov,['bulgarian electronic'],Year 2013,5dN1bv8gwRw4KtDAMc7SVR,0,0.742,0.716,10,-12.107,0,0.0451,0.143,0.851,0.656,0.33,121.994,audio_features,5dN1bv8gwRw4KtDAMc7SVR,spotify:track:5dN1bv8gwRw4KtDAMc7SVR,https://api.spotify.com/v1/tracks/5dN1bv8gwRw4KtDAMc7SVR,https://api.spotify.com/v1/audio-analysis/5dN1bv8gwRw4KtDAMc7SVR,375738,4
Gym Class Heroes,"['dance pop', 'pop rap']",Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,82,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,audio_features,0qOnSQQF0yzuPWsXrQ9paz,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz,https://api.spotify.com/v1/audio-analysis/0qOnSQQF0yzuPWsXrQ9paz,210960,4
Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Love Me,7tGlzXJv6GD5e5qlu5YmDg,75,0.674,0.608,8,-6.628,0,0.0334,0.0119,0.0,0.103,0.464,124.952,audio_features,7tGlzXJv6GD5e5qlu5YmDg,spotify:track:7tGlzXJv6GD5e5qlu5YmDg,https://api.spotify.com/v1/tracks/7tGlzXJv6GD5e5qlu5YmDg,https://api.spotify.com/v1/audio-analysis/7tGlzXJv6GD5e5qlu5YmDg,253440,4
Jaygotcashh,[],2013,5FVhgMUsheFGuHD07haeNS,28,0.648,0.592,7,-9.045,1,0.55,0.507,0.0,0.407,0.672,79.068,audio_features,5FVhgMUsheFGuHD07haeNS,spotify:track:5FVhgMUsheFGuHD07haeNS,https://api.spotify.com/v1/tracks/5FVhgMUsheFGuHD07haeNS,https://api.spotify.com/v1/audio-analysis/5FVhgMUsheFGuHD07haeNS,196161,4
Lil Peep,"['emo rap', 'lgbtq+ hip hop']",Gym Class,08AJ0xQv5LRZsvXf1Jkr2y,70,0.622,0.347,8,-13.292,1,0.0649,0.507,0.00421,0.0841,0.0757,75.512,audio_features,08AJ0xQv5LRZsvXf1Jkr2y,spotify:track:08AJ0xQv5LRZsvXf1Jkr2y,https://api.spotify.com/v1/tracks/08AJ0xQv5LRZsvXf1Jkr2y,https://api.spotify.com/v1/audio-analysis/08AJ0xQv5LRZsvXf1Jkr2y,217000,4
J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",Power Trip (feat. Miguel),2uwnP6tZVVmTovzX5ELooy,77,0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,audio_features,2uwnP6tZVVmTovzX5ELooy,spotify:track:2uwnP6tZVVmTovzX5ELooy,https://api.spotify.com/v1/tracks/2uwnP6tZVVmTovzX5ELooy,https://api.spotify.com/v1/audio-analysis/2uwnP6tZVVmTovzX5ELooy,241160,4
Fleetwood Mac,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Never Going Back Again - 2013 Remaster,3SeK5y5GP5fhw7r5PKCA2D,38,0.636,0.233,6,-16.488,1,0.0393,0.811,0.149,0.154,0.961,176.09,audio_features,3SeK5y5GP5fhw7r5PKCA2D,spotify:track:3SeK5y5GP5fhw7r5PKCA2D,https://api.spotify.com/v1/tracks/3SeK5y5GP5fhw7r5PKCA2D,https://api.spotify.com/v1/audio-analysis/3SeK5y5GP5fhw7r5PKCA2D,124827,4
Camille Saint-Saëns,"['classical', 'french romanticism', 'late romantic era']",Carnival of the Animals: The Swan,3U8Fx7zNTQrctytkj6Gqgd,60,0.213,0.0656,7,-24.81,1,0.0467,0.992,0.969,0.0699,0.0384,65.023,audio_features,3U8Fx7zNTQrctytkj6Gqgd,spotify:track:3U8Fx7zNTQrctytkj6Gqgd,https://api.spotify.com/v1/tracks/3U8Fx7zNTQrctytkj6Gqgd,https://api.spotify.com/v1/audio-analysis/3U8Fx7zNTQrctytkj6Gqgd,150147,3
Cults,"['experimental pop', 'indie surf']",Always Forever,2enPRFda84VE2wtI8c86Uf,80,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,audio_features,2enPRFda84VE2wtI8c86Uf,spotify:track:2enPRFda84VE2wtI8c86Uf,https://api.spotify.com/v1/tracks/2enPRFda84VE2wtI8c86Uf,https://api.spotify.com/v1/audio-analysis/2enPRFda84VE2wtI8c86Uf,223747,4
Jonas Brothers,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Year 3000,7BbyWKteSctTKe696qf7fw,50,0.622,0.919,11,-4.088,1,0.0651,0.0163,6.87e-06,0.523,0.81,107.06,audio_features,7BbyWKteSctTKe696qf7fw,spotify:track:7BbyWKteSctTKe696qf7fw,https://api.spotify.com/v1/tracks/7BbyWKteSctTKe696qf7fw,https://api.spotify.com/v1/audio-analysis/7BbyWKteSctTKe696qf7fw,201813,4
The Knocks,"['alternative dance', 'edm', 'indie poptimism', 'nu disco', 'pop', 'tropical house']",Classic (feat. POWERS),42TrdbXsmLybxUGJczYbrJ,54,0.631,0.94,2,-3.52,1,0.049,0.00464,0.000805,0.324,0.552,101.961,audio_features,42TrdbXsmLybxUGJczYbrJ,spotify:track:42TrdbXsmLybxUGJczYbrJ,https://api.spotify.com/v1/tracks/42TrdbXsmLybxUGJczYbrJ,https://api.spotify.com/v1/audio-analysis/42TrdbXsmLybxUGJczYbrJ,248507,4
Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,86,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,5FVd6KXrgO9B3JPmC8OPst,spotify:track:5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/audio-analysis/5FVd6KXrgO9B3JPmC8OPst,272394,4
Small Faces,"['blues rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock']",The Universal - 2013 Remaster,2muUrHsYKN8WSgeojpxyGD,37,0.674,0.595,9,-10.599,1,0.0333,0.239,0.0,0.112,0.763,105.852,audio_features,2muUrHsYKN8WSgeojpxyGD,spotify:track:2muUrHsYKN8WSgeojpxyGD,https://api.spotify.com/v1/tracks/2muUrHsYKN8WSgeojpxyGD,https://api.spotify.com/v1/audio-analysis/2muUrHsYKN8WSgeojpxyGD,162046,4
Rick Springfield,"['album rock', 'australian rock', 'classic rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'soft rock', 'yacht rock']",Jessie's Girl,5RsUlxLto4NZbhJpqJbHfN,72,0.727,0.834,2,-5.851,1,0.0496,0.165,0.0,0.105,0.816,131.7,audio_features,5RsUlxLto4NZbhJpqJbHfN,spotify:track:5RsUlxLto4NZbhJpqJbHfN,https://api.spotify.com/v1/tracks/5RsUlxLto4NZbhJpqJbHfN,https://api.spotify.com/v1/audio-analysis/5RsUlxLto4NZbhJpqJbHfN,194120,4
Fitz and The Tantrums,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",Out of My League,2AYEOC02WLhUiOoaig2SEH,74,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,audio_features,2AYEOC02WLhUiOoaig2SEH,spotify:track:2AYEOC02WLhUiOoaig2SEH,https://api.spotify.com/v1/tracks/2AYEOC02WLhUiOoaig2SEH,https://api.spotify.com/v1/audio-analysis/2AYEOC02WLhUiOoaig2SEH,209386,4
Sunflower Bean,"['chamber psych', 'modern power pop']",2013,135gt4CVaNKc6Ux1ANbYXb,18,0.245,0.908,11,-3.759,0,0.0656,0.00818,0.592,0.0725,0.615,192.219,audio_features,135gt4CVaNKc6Ux1ANbYXb,spotify:track:135gt4CVaNKc6Ux1ANbYXb,https://api.spotify.com/v1/tracks/135gt4CVaNKc6Ux1ANbYXb,https://api.spotify.com/v1/audio-analysis/135gt4CVaNKc6Ux1ANbYXb,211337,4
Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",Money,0vFOzaXqZHahrZp6enQwQb,72,0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,audio_features,0vFOzaXqZHahrZp6enQwQb,spotify:track:0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/tracks/0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/audio-analysis/0vFOzaXqZHahrZp6enQwQb,382834,1
Avicii,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",Wake Me Up,0nrRP2bk19rLc0orkWPQk2,85,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,audio_features,0nrRP2bk19rLc0orkWPQk2,spotify:track:0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/tracks/0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/audio-analysis/0nrRP2bk19rLc0orkWPQk2,247427,4
Au5,"['chillstep', 'complextro', 'dubstep', 'edm', 'electro house', 'future bass', 'gaming edm', 'melodic dubstep', 'pop edm']",Dying Star - 2013,3GbezEfwXXetZXTYWFRPjp,25,0.524,0.899,8,-5.671,0,0.15,0.00495,0.000844,0.0974,0.459,139.949,audio_features,3GbezEfwXXetZXTYWFRPjp,spotify:track:3GbezEfwXXetZXTYWFRPjp,https://api.spotify.com/v1/tracks/3GbezEfwXXetZXTYWFRPjp,https://api.spotify.com/v1/audio-analysis/3GbezEfwXXetZXTYWFRPjp,281143,4
The Lumineers,"['folk-pop', 'stomp and holler']",Classy Girls,3ZzlzIJ5iH3WXCP6bX8Vp5,52,0.72,0.802,5,-7.507,1,0.0342,0.661,7.9e-06,0.348,0.497,121.011,audio_features,3ZzlzIJ5iH3WXCP6bX8Vp5,spotify:track:3ZzlzIJ5iH3WXCP6bX8Vp5,https://api.spotify.com/v1/tracks/3ZzlzIJ5iH3WXCP6bX8Vp5,https://api.spotify.com/v1/audio-analysis/3ZzlzIJ5iH3WXCP6bX8Vp5,165933,4
Luke Bryan,"['contemporary country', 'country', 'country road']",Play It Again,03fT3OHB9KyMtGMt2zwqCT,76,0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,audio_features,03fT3OHB9KyMtGMt2zwqCT,spotify:track:03fT3OHB9KyMtGMt2zwqCT,https://api.spotify.com/v1/tracks/03fT3OHB9KyMtGMt2zwqCT,https://api.spotify.com/v1/audio-analysis/03fT3OHB9KyMtGMt2zwqCT,226867,4
Anthem Lights,"['ccm', 'christian alternative rock', 'christian music', 'viral pop']",Best of 2013 Mash-Up,7qzDSqVVZy9gEpjRrbuhs4,35,0.443,0.387,11,-6.726,1,0.0328,0.639,0.0,0.0759,0.467,120.511,audio_features,7qzDSqVVZy9gEpjRrbuhs4,spotify:track:7qzDSqVVZy9gEpjRrbuhs4,https://api.spotify.com/v1/tracks/7qzDSqVVZy9gEpjRrbuhs4,https://api.spotify.com/v1/audio-analysis/7qzDSqVVZy9gEpjRrbuhs4,252557,4
Gym Class Heroes,"['dance pop', 'pop rap']",Cupid's Chokehold / Breakfast in America,2Lhdl74nwwVGOE2Gv35QuK,77,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,audio_features,2Lhdl74nwwVGOE2Gv35QuK,spotify:track:2Lhdl74nwwVGOE2Gv35QuK,https://api.spotify.com/v1/tracks/2Lhdl74nwwVGOE2Gv35QuK,https://api.spotify.com/v1/audio-analysis/2Lhdl74nwwVGOE2Gv35QuK,243773,4
PARTYNEXTDOOR,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",Break from Toronto,79MSEdtXuudhGhC5AtG07g,79,0.596,0.678,9,-5.18,1,0.0335,0.0199,0.004,0.418,0.259,117.066,audio_features,79MSEdtXuudhGhC5AtG07g,spotify:track:79MSEdtXuudhGhC5AtG07g,https://api.spotify.com/v1/tracks/79MSEdtXuudhGhC5AtG07g,https://api.spotify.com/v1/audio-analysis/79MSEdtXuudhGhC5AtG07g,99213,4
Betsy Wolfe,"['broadway', 'show tunes']",I Can Do Better Than That,5TypCJ3deIfYKD9S1YWElB,25,0.586,0.432,9,-5.388,1,0.0474,0.848,1.01e-05,0.0963,0.689,72.396,audio_features,5TypCJ3deIfYKD9S1YWElB,spotify:track:5TypCJ3deIfYKD9S1YWElB,https://api.spotify.com/v1/tracks/5TypCJ3deIfYKD9S1YWElB,https://api.spotify.com/v1/audio-analysis/5TypCJ3deIfYKD9S1YWElB,325453,4
AC/DC,"['australian rock', 'hard rock', 'rock']",Shot In The Dark,6ZtrGCcn38kGImt2GPFbJB,58,0.599,0.787,2,-4.708,1,0.0338,2.07e-05,5.27e-05,0.064,0.822,114.065,audio_features,6ZtrGCcn38kGImt2GPFbJB,spotify:track:6ZtrGCcn38kGImt2GPFbJB,https://api.spotify.com/v1/tracks/6ZtrGCcn38kGImt2GPFbJB,https://api.spotify.com/v1/audio-analysis/6ZtrGCcn38kGImt2GPFbJB,185133,4
Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,86,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,5XeFesFbtLpXzIVDNQP22n,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4
Princewhateverer,"['otacore', 'pony']",2013,7wdTLi1g4OpGx0kbJHHtoY,19,0.756,0.786,11,-4.729,0,0.0358,0.0513,0.0,0.148,0.86,124.028,audio_features,7wdTLi1g4OpGx0kbJHHtoY,spotify:track:7wdTLi1g4OpGx0kbJHHtoY,https://api.spotify.com/v1/tracks/7wdTLi1g4OpGx0kbJHHtoY,https://api.spotify.com/v1/audio-analysis/7wdTLi1g4OpGx0kbJHHtoY,190887,4
ERNEST,['contemporary country'],Classic,1IiX0wRYdfqjZmae3qQqle,50,0.531,0.578,4,-7.322,1,0.0391,0.707,0.00651,0.0916,0.488,75.055,audio_features,1IiX0wRYdfqjZmae3qQqle,spotify:track:1IiX0wRYdfqjZmae3qQqle,https://api.spotify.com/v1/tracks/1IiX0wRYdfqjZmae3qQqle,https://api.spotify.com/v1/audio-analysis/1IiX0wRYdfqjZmae3qQqle,187893,4
Paramore,"['candy pop', 'pixie', 'pop emo', 'pop punk']",Still into You,1yjY7rpaAQvKwpdUliHx0d,79,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,audio_features,1yjY7rpaAQvKwpdUliHx0d,spotify:track:1yjY7rpaAQvKwpdUliHx0d,https://api.spotify.com/v1/tracks/1yjY7rpaAQvKwpdUliHx0d,https://api.spotify.com/v1/audio-analysis/1yjY7rpaAQvKwpdUliHx0d,216013,4
ElyOtto,"['hyperpop', 'weirdcore']",2013,3UG1mn036YSvJqcgfZ72Og,31,0.61,0.776,0,-7.365,1,0.166,0.00526,0.0,0.11,0.565,174.964,audio_features,3UG1mn036YSvJqcgfZ72Og,spotify:track:3UG1mn036YSvJqcgfZ72Og,https://api.spotify.com/v1/tracks/3UG1mn036YSvJqcgfZ72Og,https://api.spotify.com/v1/audio-analysis/3UG1mn036YSvJqcgfZ72Og,88920,4
Rainbow Kitten Surprise,['modern rock'],First Class,7trx783SvnHhKkmgSSTIFJ,65,0.554,0.337,1,-10.189,1,0.0351,0.581,0.0,0.0871,0.216,89.961,audio_features,7trx783SvnHhKkmgSSTIFJ,spotify:track:7trx783SvnHhKkmgSSTIFJ,https://api.spotify.com/v1/tracks/7trx783SvnHhKkmgSSTIFJ,https://api.spotify.com/v1/audio-analysis/7trx783SvnHhKkmgSSTIFJ,343485,4
Bastille,"['metropopolis', 'modern rock', 'pop', 'pop rock']",Pompeii,3gbBpTdY8lnQwqxNCcf795,73,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,audio_features,3gbBpTdY8lnQwqxNCcf795,spotify:track:3gbBpTdY8lnQwqxNCcf795,https://api.spotify.com/v1/tracks/3gbBpTdY8lnQwqxNCcf795,https://api.spotify.com/v1/audio-analysis/3gbBpTdY8lnQwqxNCcf795,214148,4
Cheetahsaurus,[],2013,3aEnuBgDplRdA3kACBc5fW,18,0.225,0.539,1,-10.145,1,0.0305,0.731,0.933,0.244,0.162,69.329,audio_features,3aEnuBgDplRdA3kACBc5fW,spotify:track:3aEnuBgDplRdA3kACBc5fW,https://api.spotify.com/v1/tracks/3aEnuBgDplRdA3kACBc5fW,https://api.spotify.com/v1/audio-analysis/3aEnuBgDplRdA3kACBc5fW,282253,4
Claude Debussy,"['classical', 'impressionism', 'post-romantic era']","Suite bergamasque, L. 75: III. Clair de lune",1cmigB9I6IRpFqjIbzvSQB,64,0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,audio_features,1cmigB9I6IRpFqjIbzvSQB,spotify:track:1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/tracks/1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/audio-analysis/1cmigB9I6IRpFqjIbzvSQB,294960,3
Lorde,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'uk pop']",Ribs,2MvvoeRt8NcOXWESkxWn3g,79,0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978,audio_features,2MvvoeRt8NcOXWESkxWn3g,spotify:track:2MvvoeRt8NcOXWESkxWn3g,https://api.spotify.com/v1/tracks/2MvvoeRt8NcOXWESkxWn3g,https://api.spotify.com/v1/audio-analysis/2MvvoeRt8NcOXWESkxWn3g,258969,4
